ax (m/s^2),ay (m/s^2),az (m/s^2)
-1.9127,-0.1718,-1.6697
-1.7855,-0.0594,-1.2242
-1.406,-0.09,-0.5768
-0.9263,-0.156,0.0723
-0.5196,-0.1427,0.6064
-0.2325,-0.1093,0.9131
-0.2037,-0.0435,0.8362
-0.4324,0.0826,0.3569
-0.7485,0.1656,-0.3486
-0.99,0.1692,-1.181
-1.1623,0.0995,-1.941
-1.2051,-0.0546,-2.4857
-1.1556,-0.3047,-2.7181
-1.0358,-0.622,-2.7208
-0.7907,-0.9223,-2.5861
-0.4193,-1.0359,-2.2373
-0.0777,-0.822,-1.687
0.1046,-0.3316,-1.1576
-0.0057,0.3296,-0.7888
-0.2523,0.8886,-0.4375
-0.3707,1.303,0.2131
-0.2751,1.6636,1.0671
0.0413,2.0559,2.0072
0.5414,2.3942,3.0565
0.9183,2.5563,4.0757
1.2345,2.3368,4.8941
1.6869,2.0393,5.3662
2.1604,1.8891,5.24
2.5347,1.9911,4.7074
2.9541,2.2111,3.7777
3.0606,2.4146,2.4941
2.5584,2.3298,1.2515
1.9966,1.9864,0.3051
1.4707,1.4303,-0.3652
0.7963,0.9178,-0.8908
0.0305,0.6743,-1.221
-0.3535,0.5322,-1.4341
-0.4777,0.5202,-1.534
-0.3867,0.5353,-1.4702
-0.1731,0.4524,-1.1564
0.1133,0.2685,-0.6583
0.5399,0.0212,-0.1356
1.0678,-0.2586,0.2246
1.558,-0.4776,0.3913
1.8932,-0.6143,0.4295
2.0293,-0.6686,0.3723
1.9644,-0.6332,0.2408
1.7629,-0.4841,0.1619
1.3902,-0.2765,0.1967
0.9912,0.0345,0.3338
0.5084,0.3284,0.5812
-0.1113,0.5328,0.9417
-0.4801,0.46,1.4352
-0.7453,0.174,1.8082
-0.5368,-0.0934,1.8555
-0.1988,-0.3681,1.6069
0.164,-0.7139,1.0707
0.3973,-1.0412,0.4197
0.5236,-1.2724,-0.281
0.6561,-1.5022,-0.8625
0.6919,-1.6803,-1.2879
0.5467,-1.7897,-1.509
0.2792,-1.8189,-1.5264
0.0001,-1.7926,-1.3565
-0.2421,-1.7211,-1.0897
-0.3531,-1.6265,-0.8383
-0.2585,-1.4997,-0.6988
-0.0241,-1.4056,-0.6586
0.2556,-1.3248,-0.7758
0.5177,-1.2593,-0.9808
0.7613,-1.1986,-1.2406
0.9967,-1.1276,-1.489
1.2121,-1.0218,-1.6731
1.3305,-0.9455,-1.7799
1.2687,-0.9321,-1.7065
1.1878,-0.9797,-1.4508
1.1035,-1.1131,-1.0359
1.0367,-1.228,-0.6373
1.0111,-1.2822,-0.319
1.0341,-1.3358,-0.1618
1.0395,-1.3476,-0.1934
0.9795,-1.3075,-0.3155
0.9307,-1.2245,-0.4462
0.8522,-1.1823,-0.6128
0.7318,-1.1497,-0.7266
0.6535,-1.1627,-0.8444
0.6751,-1.1259,-0.9082
0.8783,-1.075,-0.9276
1.1394,-0.9957,-0.9795
1.3418,-0.9403,-1.0575
1.4692,-0.9352,-1.0683
1.4668,-0.971,-1.0399
1.4064,-1.0315,-0.9631
1.2442,-1.0527,-0.8541
1.1611,-1.0274,-0.711
1.1731,-0.9881,-0.6624
0.8157,-0.5692,-1.1126
0.4314,0.1947,-1.5085
0.2775,1.05,-1.3004
0.2175,1.8601,-0.6957
-0.0405,2.5575,-0.0471
-0.5063,3.0624,0.8786
-1.095,3.2802,2.0123
-1.7236,3.3598,2.9654
-2.1325,3.266,3.8023
-2.2775,3.0237,4.4084
-2.3413,2.7041,4.7462
-2.3507,2.3833,4.7443
-2.2409,1.9519,4.3177
-1.8008,1.3757,3.5509
-1.3262,0.7069,2.4108
-0.8219,0.0725,1.0195
-0.3689,-0.389,-0.4944
0.2702,-0.7384,-1.8726
0.6946,-0.8236,-2.9305
0.6764,-0.6682,-3.6164
0.4925,-0.447,-3.7441
0.2815,-0.1778,-3.0423
-0.172,0.2102,-1.9147
-0.9255,0.7611,-0.8177
-1.7329,1.4211,0.2557
-2.2774,1.9856,1.1773
-2.3364,2.257,1.8612
-1.8773,2.1362,2.3908
-1.2731,1.7874,2.6281
-0.769,1.4902,2.5529
-0.4055,1.2281,2.2505
-0.1399,0.9612,1.7529
0.0361,0.667,1.0824
0.0461,0.2587,0.2648
-0.1503,-0.1496,-0.4355
-0.5009,-0.5742,-0.9116
-0.7716,-0.9597,-1.0941
